Listing_id,Review_id,Date,Reviewer_name,Comments
54126427,5.39E+17,2022/1/13,Danuta,"Amazing stay!! Loved it! Absolutely beautiful apartment-one of the best Airbnb’s I have ever been to. Erion is a great host- very quick to respond and super accommodating! The apartment is new, very clean and modern, with everything you need (kitchen dishwasher, smoothie maker, air fryer, stove top and oven, microwave, Keurig, washer/ dryer, towels, very large comfortable bed, TV, stationary bike, etc.). Huge plus that there is a parking spot in the back as well! The apartment feels like home!! I will definitely be returning!!"
35793179,524783890,2019/9/6,Carlos,"Ed's place is great. Well located, clean, spacious, real privacy in the room, good bed. A very nice thing was that he left a key for my room so I wasn't concerned about security or privacy. I definitely would stay there again."
32993402,728196072,2021/1/31,Keisha,The area wasn’t the best but overall the stay was Okay
46894493,8.87E+17,2023/5/8,Mark,Always a good stay.
20633175,346683352,2018/11/9,Amy,The space was much nicer than the pictures. The kitchen living room area is very spacious and both beds were very comfortable.
44265426,5.14E+17,2021/12/9,Scott,"Great place, close to everything,  well maintained, very clean, excellent host, excellent communication.<br/>A must stay place."
10768745,434833509,2019/4/8,Stephanie,"Cozy place, nice for a quick stay. The bed is a pull out couch but actually wasn’t that bad. Nice little touches around the studio. The only thing that was bothersome were the moths flying around as well as the paper thin walls, you could hear the other people very clearly but they did stop around 10-11 Pm."
28868857,450128034,2019/5/8,Nabi,Its really cozy and nice place.
48052353,6.58E+17,2022/6/26,Joseph,"Perfect location, central to the city, restaurants and places to go out. Street parking for our trip was a breeze (in June). Place was very tidy and was perfect for what we needed. Thanks again!"
35914565,4.54E+17,2021/9/18,Jessica,We were just in Albany for one night but we had a great time. The apartment was very nice. Great communication from the host made everything a breeze!
7563949,417533357,2019/2/27,Mark,"While serviceable for my overnight stay, I would hardly characterize this place as a ""gem"".  Rather, it's funky at best (which may work for some and potentially for me in some circumstances), and the neighborhood rather run down with not many amenities beyond a local bodega.  I had to check myself in, and the front door did not work well/easy, either opening or closing.  There was no separate key left for me for the room I stayed in, so I had to take my valuables (laptop) with me when I went out for the evening.  When I came back later, there was no outside light so that I could not see to operate the front door lock mechanism, and had to use the light on my smartphone.  I stayed there over a cold winter night, and the room was quite cool and drafty, despite (not enough) heat being provided.  The bed had a thin duvet for the time of year and there were no extra blankets, so I had to sleep in layers of clothes with a scarf and hat on.  Also, the venetian blinds on the windows were broken so they could not be opened to let outside light in.  All that said, the shared bath was quite well stocked and warm, but I had to always flush the toilet twice to fully empty it.  Finally, the room only had a television that worked for online streaming assuming you had accounts (like Netflix) already set up and laptop and a bluetooth device.  I would likely not stay here again, and I think the place is over-priced given what it is."
53567589,6.24E+17,2022/5/10,Wendy L,"My little paradise away from home 🥰 Clean, comfortable and walking distance from everything"
45804322,7.06E+17,2022/8/31,Iris,"Clean, great area, and everything we needed! Clawfoot bathtub and the whole bathroom was extremely cute and the backyard is very nice! Within walking distance of good coffee, and the app to unlock the front door is extremely convenient. No need to memorize a bunch of codes!!"
32993402,655522994,2020/8/23,Kim,Outstanding hospitality.  Earl goes out of his way to make you feel at home. The place was larger than I expected and was very clean.  Oh yes lighting quick responses
8.50E+17,8.65E+17,2023/4/7,Henna,"I’ve never spent time writing a detailed review but this place warrants it. These people and this place are absolutely fabulous and definitely deserve superhost credentials! It’s the perfect spot to feel like you’re living in the city but also super safe and comfortable on the inside. The hosts put a fresh and chill California vibe to it!<br/>Everything about the place was well thought out:<br/>-Sparkling clean<br/>-Cute books and magazines available for guests<br/>-Lots of space! It was massive and gorgeous & has everything you need but it wasn’t cluttery feeling at all.<br/>-Super private. As a single female, I didn’t feel nervous or uncomfortable at all<br/>-Bathroom and shower were clean. Amazing water pressure—I could’ve spent hours in it. Oh and the shower itself has high ceilings too!<br/>-Lots of parking. There’s an EV charging station steps away from the place, which was super convenient<br/>-Thermostat is in the room and the hosts don’t mind what temperature you’d keep<br/>Loved it all & the hosts were amazing"
20519807,576851771,2019/12/14,Chris,Awesome space. Very clean and organized.  Great location. Fast response time to any and all questions. Easy check in and out no hassles. I would definitely recommend staying here.
28868857,4.45E+17,2021/9/5,Stephanie,Great location!
25549565,617027202,2020/3/11,Audrey-Ann,"Lovely apartment, very clean, was able to park and leave the car on the street and walk everywhere, and Janet offered great recommendations for restaurants :) highly recommend Iron Gate Cafe for breakfast! Would definitely stay here again."
5651579,148418386,2017/4/30,Joan,I enjoyed visiting Albany and Gregg's place was very spacious and conveniently located near my son and daughter-in-law's apartment.  The bed was very comfortable and I had a quick but wonderful time visitn family.
28400263,4.84E+17,2021/10/29,Scott,Ed and Ann were very welcoming and accommodating during our stay.  Their house is very nice and with a great location.  I highly recommend it.
14316232,4.19E+17,2021/8/1,Swetha,"This room is great value for anyone working or rotating at Albany Medical Center. It looked exactly like the photos, and the bed was surprisingly comfortable. There were several smaller restaurants nearby within walking distance that were all excellent as well. My only issue with my stay was that all four bedrooms in the house were full, so sometimes there was a wait to use the one and only bathroom in the house. But I would still highly recommend this place to anyone staying in Albany, especially if they work at Albany Med!"
7.39E+17,8.49E+17,2023/3/16,Tom,Great place
48124042,6.23E+17,2022/5/9,Josh,"We had a great stay here. Communication beforehand and check in instructions were all helpful and clear. The place was perfectly clean and comfortable, as well as being located in a very convenient location in Albany to see the city as well as get out on the road to see more of the surrounding area. Would definitely recommend to anyone coming to Albany"
